experiment,run_id,parameter_key,category,in_inventory,current_value,decision,suggested_value,rationale
real_llama4maverick_50,run_019,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Dynamic ISF is enabled and appropriately set; no change suggested.
real_llama4maverick_50,run_019,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Carb absorption model settings are appropriately set; no change suggested.
real_llama4maverick_50,run_020,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_020,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_020,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_020,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_020,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_020,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_020,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate is generally appropriate.
real_llama4maverick_50,run_020,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,CR is generally appropriate.
real_llama4maverick_50,run_020,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,CR is generally appropriate.
real_llama4maverick_50,run_020,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,CR is generally appropriate.
real_llama4maverick_50,run_020,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,CR is generally appropriate.
real_llama4maverick_50,run_020,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,CR is generally appropriate.
real_llama4maverick_50,run_020,profile.dia,profile,True,10 h,keep,10 h,DIA is generally appropriate.
real_llama4maverick_50,run_020,profile.isf.00_00,profile,True,56 mg/dL/U,change,50 mg/dL/U,Frequent high glucose events.
real_llama4maverick_50,run_020,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,Target is generally appropriate.
real_llama4maverick_50,run_020,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,Target is generally appropriate.
real_llama4maverick_50,run_020,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,Target is generally appropriate.
real_llama4maverick_50,run_020,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Carb absorption model is generally appropriate.
real_llama4maverick_50,run_020,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,Safety limits are generally appropriate.
real_llama4maverick_50,run_020,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Autosens and Dynamic ISF settings are generally appropriate.
real_llama4maverick_50,run_020,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions are generally appropriate.
real_llama4maverick_50,run_020,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,SMB delivery settings are generally appropriate.
real_llama4maverick_50,run_020,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB/UAM is effective for glucose management.
real_llama4maverick_50,run_021,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,Basal rate seems appropriate based on available data.
real_llama4maverick_50,run_021,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate is set and no strong evidence to change it.
real_llama4maverick_50,run_021,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,Basal rate is set and no strong evidence to change it.
real_llama4maverick_50,run_021,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate is set and no strong evidence to change it.
real_llama4maverick_50,run_021,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,Basal rate is set and no strong evidence to change it.
real_llama4maverick_50,run_021,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,Basal rate is set and no strong evidence to change it.
real_llama4maverick_50,run_021,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate is set and no strong evidence to change it.
real_llama4maverick_50,run_021,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,CR is set and no strong evidence to change it.
real_llama4maverick_50,run_021,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,CR is set and no strong evidence to change it.
real_llama4maverick_50,run_021,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,CR is set and no strong evidence to change it.
real_llama4maverick_50,run_021,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,CR is set and no strong evidence to change it.
real_llama4maverick_50,run_021,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,CR is set and no strong evidence to change it.
real_llama4maverick_50,run_021,profile.dia,profile,True,10 h,keep,10 h,DIA is set and seems appropriate.
real_llama4maverick_50,run_021,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,ISF seems generally appropriate.
real_llama4maverick_50,run_021,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,Target is set and seems appropriate.
real_llama4maverick_50,run_021,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,Target is set and seems appropriate.
real_llama4maverick_50,run_021,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,Target is set and seems appropriate.
real_llama4maverick_50,run_021,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Carb absorption settings are set and no strong evidence to change them.
real_llama4maverick_50,run_021,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Sensitivity settings are set and generally appropriate.
real_llama4maverick_50,run_021,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions are set and generally appropriate.
real_llama4maverick_50,run_021,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,SMB delivery settings are set and generally appropriate.
real_llama4maverick_50,run_021,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB and UAM are enabled and generally appropriate.
real_llama4maverick_50,run_021,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,"{""max_iob_units"": 15}",High max IOB is a safety concern. Reducing it will mitigate risk.
real_llama4maverick_50,run_022,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,Basal rate seems reasonable based on available data.
real_llama4maverick_50,run_022,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate seems reasonable based on available data.
real_llama4maverick_50,run_022,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,Basal rate seems reasonable based on available data.
real_llama4maverick_50,run_022,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate seems reasonable based on available data.
real_llama4maverick_50,run_022,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,Basal rate seems reasonable based on available data.
real_llama4maverick_50,run_022,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,Basal rate seems reasonable based on available data.
real_llama4maverick_50,run_022,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate seems reasonable based on available data.
real_llama4maverick_50,run_022,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,CR setting seems generally appropriate but needs meal data for confirmation.
real_llama4maverick_50,run_022,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,CR setting seems generally appropriate but needs meal data for confirmation.
real_llama4maverick_50,run_022,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,CR setting seems generally appropriate but needs meal data for confirmation.
real_llama4maverick_50,run_022,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,CR setting seems generally appropriate but needs meal data for confirmation.
real_llama4maverick_50,run_022,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,CR setting seems generally appropriate but needs meal data for confirmation.
real_llama4maverick_50,run_022,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,ISF setting seems generally appropriate but needs further review with correction data.
real_llama4maverick_50,run_022,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,Target seems reasonable based on available data.
real_llama4maverick_50,run_022,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,Target seems reasonable based on available data.
real_llama4maverick_50,run_022,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,Target seems reasonable based on available data.
real_llama4maverick_50,run_022,profile.dia,profile,True,10 h,keep,10 h,DIA setting is relatively long but seems to be working.
real_llama4maverick_50,run_022,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB and UAM settings are generally appropriate for advanced AAPS configuration.
real_llama4maverick_50,run_022,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions are generally appropriate.
real_llama4maverick_50,run_022,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,SMB strength and frequency settings are generally appropriate.
real_llama4maverick_50,run_022,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,max_iob_units=20 U,High max IOB could potentially lead to excessive insulin dosing.
real_llama4maverick_50,run_022,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Dynamic ISF is enabled and seems to be working. Autosens is disabled.
real_llama4maverick_50,run_022,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Carb absorption model settings are generally appropriate.
real_llama4maverick_50,run_023,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,Basal rate is generally effective; evidence from overnight glucose patterns.
real_llama4maverick_50,run_023,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change basal rate; keep under observation.
real_llama4maverick_50,run_023,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No strong evidence to change basal rate; keep under observation.
real_llama4maverick_50,run_023,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change basal rate; keep under observation.
real_llama4maverick_50,run_023,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,No strong evidence to change basal rate; keep under observation.
real_llama4maverick_50,run_023,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No strong evidence to change basal rate; keep under observation.
real_llama4maverick_50,run_023,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change basal rate; keep under observation.
real_llama4maverick_50,run_023,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,No strong evidence to change CR; keep under observation.
real_llama4maverick_50,run_023,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No strong evidence to change CR; keep under observation.
real_llama4maverick_50,run_023,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No strong evidence to change CR; keep under observation.
real_llama4maverick_50,run_023,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No strong evidence to change CR; keep under observation.
real_llama4maverick_50,run_023,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No strong evidence to change CR; keep under observation.
real_llama4maverick_50,run_023,profile.dia,profile,True,10 h,keep,10 h,DIA is generally appropriate; evidence from insulin action profiles.
real_llama4maverick_50,run_023,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,No strong evidence to change ISF; keep under observation.
real_llama4maverick_50,run_023,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,Target is generally appropriate; evidence from glucose patterns.
real_llama4maverick_50,run_023,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,Target is generally appropriate; evidence from glucose patterns.
real_llama4maverick_50,run_023,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,Target is generally appropriate; evidence from glucose patterns.
real_llama4maverick_50,run_023,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Carb absorption settings are generally appropriate; no strong evidence to change.
real_llama4maverick_50,run_023,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Dynamic ISF is enabled and generally effective; no strong evidence to change Autosens settings.
real_llama4maverick_50,run_023,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions are generally appropriate; no strong evidence to change.
